student_id,school_id,school_type,gender,marriage_status,physical_disability,district,area_type,wealth_level,age,distance_to_school,library_access,internet_access,attendance_rate,academic_score,class_repetition,education_level,dropout
STU-002336,SCH-411,Public,Male,Single,0,Nuwakot,Urban,Poorest,10,0.83,0,1,52%,2,0,Lower Secondary,1
STU-000907,SCH-277,Private,Male,Single,0,Dolakha,Rural,Fourth,7,1.12,0,0,40%,2,2,Primary,1
STU-006089,SCH-147,Private,Male,Single,0,Bhaktapur,Urban,Poorest,10,2.49,1,1,84%,3.6,1,Lower Secondary,0
STU-005677,SCH-486,Public,Female,Single,0,Sindhupalchok,Rural,Middle,11,2.15,0,0,75%,3.2,0,Lower Secondary,0
STU-002771,SCH-343,Public,Female,Single,0,Kathmandu,Urban,Middle,7,0.82,1,1,69%,2.8,0,Primary,1
STU-001806,SCH-159,Public,Male,Single,0,Kathmandu,Urban,Second,9,0.81,1,1,57%,2.4,1,Primary,1
STU-007375,SCH-403,Private,Male,Single,0,Makwanpur,Rural,Middle,8,0.49,0,0,67%,3.2,0,Primary,0
STU-003471,SCH-294,Private,Female,Single,0,Lalitpur,Rural,Poorest,8,0.76,1,0,43%,2,0,Primary,1
STU-001403,SCH-021,Public,Male,Single,0,Kathmandu,Urban,Fourth,8,0.38,1,1,72%,3.2,0,Primary,1
STU-003083,SCH-067,Public,Male,Single,0,Lalitpur,Rural,Poorest,8,1.13,0,0,40%,1.6,0,Primary,1
STU-008025,SCH-301,Public,Male,Single,0,Sindhupalchok,Rural,Second,6,1.46,0,0,63%,3.6,0,Primary,0
STU-007855,SCH-051,Public,Female,Single,0,Sindhupalchok,Rural,Richest,9,0.82,1,0,85%,3.2,1,Primary,0
STU-004933,SCH-166,Private,Female,Single,0,Sindhupalchok,Urban,Middle,10,2.24,1,1,70%,2.4,0,Lower Secondary,1
STU-005160,SCH-393,Private,Female,Single,0,Sindhupalchok,Rural,Poorest,9,1.07,0,0,68%,2.8,0,Primary,0
STU-009716,SCH-048,Public,Female,Single,0,Sindhuli,Urban,Second,8,0.65,0,1,73%,3.6,0,Primary,0
STU-003847,SCH-392,Public,Male,Single,0,Dolakha,Rural,Second,9,1.05,0,0,40%,1.6,0,Primary,1
STU-000748,SCH-168,Public,Male,Single,0,Rasuwa,Rural,Fourth,8,0.6,0,0,40%,2,0,Primary,1
STU-003035,SCH-122,Public,Male,Single,0,Bhaktapur,Urban,Fourth,14,5.85,1,1,64%,2.4,1,Upper Secondary,1
STU-002168,SCH-260,Public,Female,Single,0,Dolakha,Rural,Poorest,6,0.11,0,0,41%,2,0,Primary,1
STU-002778,SCH-270,Public,Male,Single,0,Nuwakot,Urban,Richest,13,4.25,1,1,71%,2.4,0,Upper Secondary,1
STU-001442,SCH-497,Private,Male,Single,0,Dhading,Urban,Fourth,6,1.22,1,1,61%,2.4,0,Primary,1
STU-005658,SCH-182,Public,Male,Single,0,Dolakha,Rural,Second,7,1.25,1,0,62%,3.2,0,Primary,0
STU-009658,SCH-233,Public,Male,Single,0,Dolakha,Rural,Richest,7,0.57,0,1,82%,3.6,0,Primary,0
STU-003028,SCH-186,Public,Male,Single,0,Bhaktapur,Urban,Fourth,11,3.37,1,1,79%,2.8,0,Lower Secondary,1
STU-002883,SCH-137,Public,Female,Single,0,Bhaktapur,Rural,Middle,7,1.8,0,0,62%,2,1,Primary,1
STU-000764,SCH-292,Public,Female,Single,0,Rasuwa,Rural,Richest,6,1.49,0,1,54%,2,2,Primary,1
STU-006482,SCH-220,Private,Female,Single,0,Lalitpur,Urban,Second,7,0.13,0,1,84%,3.6,0,Primary,0
STU-001617,SCH-495,Public,Female,Single,0,Kathmandu,Rural,Poorest,9,1.93,0,0,47%,1.6,0,Primary,1
STU-001223,SCH-275,Public,Male,Single,0,Dolakha,Rural,Richest,12,2.36,0,0,52%,2.4,0,Lower Secondary,1
STU-007538,SCH-144,Public,Male,Single,1,Dhading,Rural,Second,10,2.32,0,0,53%,2.8,0,Lower Secondary,0
STU-008923,SCH-055,Public,Male,Single,0,Makwanpur,Urban,Second,7,1.01,1,0,81%,3.2,0,Primary,0
STU-007064,SCH-274,Public,Female,Single,0,Nuwakot,Rural,Middle,6,0.66,0,0,73%,3.2,0,Primary,0
STU-007163,SCH-230,Public,Male,Single,0,Dolakha,Rural,Fourth,8,0.59,1,0,76%,2.8,0,Primary,0
STU-006829,SCH-143,Public,Male,Single,1,Lalitpur,Urban,Richest,11,0.51,1,1,80%,3.2,0,Lower Secondary,0
STU-000712,SCH-098,Public,Female,Single,0,Sindhuli,Rural,Poorest,5,1.73,0,0,40%,1.6,0,Primary,1
STU-009130,SCH-070,Public,Male,Single,0,Ramechhap,Urban,Fourth,10,3.14,1,1,80%,3.2,0,Lower Secondary,0
STU-009204,SCH-412,Private,Female,Single,0,Nuwakot,Urban,Second,6,1.05,0,1,77%,3.2,0,Primary,0
STU-009113,SCH-173,Public,Female,Single,0,Rasuwa,Rural,Poorest,8,0.11,0,1,77%,3.6,1,Primary,0
STU-009786,SCH-100,Public,Male,Single,0,Ramechhap,Rural,Richest,11,3.47,0,0,74%,3.6,0,Lower Secondary,0
STU-006849,SCH-162,Public,Male,Single,0,Ramechhap,Rural,Fourth,10,3.74,1,1,62%,2.8,0,Lower Secondary,0
STU-005134,SCH-188,Public,Male,Single,0,Sindhupalchok,Urban,Richest,11,2.74,0,0,81%,3.2,0,Lower Secondary,0
STU-000716,SCH-224,Public,Male,Single,0,Dolakha,Urban,Fourth,12,1.96,1,1,83%,2.8,0,Lower Secondary,1
STU-003464,SCH-479,Public,Female,Single,0,Makwanpur,Rural,Second,11,0.91,0,0,40%,1.6,0,Lower Secondary,1
STU-008804,SCH-187,Private,Female,Single,0,Ramechhap,Rural,Second,14,4.6,1,1,73%,2.8,0,Upper Secondary,0
STU-007702,SCH-368,Public,Female,Single,0,Dhading,Rural,Middle,10,1.17,1,0,63%,2.8,1,Lower Secondary,0
STU-009768,SCH-182,Public,Male,Single,0,Nuwakot,Urban,Fourth,9,0.24,1,1,73%,3.6,0,Primary,0
STU-006839,SCH-041,Public,Female,Single,0,Makwanpur,Rural,Middle,11,1.24,0,0,63%,3.2,0,Lower Secondary,0
STU-001011,SCH-428,Public,Female,Single,0,Chitwan,Rural,Richest,7,1.46,1,1,55%,2.4,0,Primary,1
STU-005397,SCH-048,Private,Male,Single,0,Sindhuli,Rural,Fourth,8,0.47,1,1,86%,3.2,0,Primary,0
STU-005991,SCH-431,Public,Female,Single,0,Sindhuli,Rural,Second,7,0.46,1,0,76%,2.8,0,Primary,0
STU-003173,SCH-353,Public,Male,Single,0,Chitwan,Rural,Poorest,6,0.55,0,1,40%,2,1,Primary,1
STU-008306,SCH-031,Public,Male,Single,1,Sindhuli,Rural,Middle,7,2,0,0,85%,2.8,0,Primary,0
STU-004272,SCH-371,Public,Female,Single,0,Bhaktapur,Rural,Fourth,7,1.13,1,0,49%,2,0,Primary,1
STU-007485,SCH-318,Public,Female,Single,0,Kathmandu,Urban,Second,6,1.14,1,0,68%,3.2,2,Primary,0
STU-006007,SCH-041,Public,Female,Single,0,Nuwakot,Urban,Fourth,9,0.63,1,1,93%,3.2,0,Primary,0
STU-006833,SCH-282,Public,Female,Single,0,Sindhupalchok,Rural,Middle,9,1.18,0,0,77%,3.2,0,Primary,0
STU-000872,SCH-457,Public,Male,Single,1,Bhaktapur,Urban,Second,8,1.83,1,0,40%,1.6,1,Primary,1
STU-008750,SCH-011,Public,Female,Single,0,Lalitpur,Urban,Richest,9,1.55,1,1,86%,3.2,0,Primary,0
STU-001264,SCH-053,Public,Female,Single,0,Sindhuli,Rural,Middle,12,1.28,0,0,52%,2,0,Lower Secondary,1
STU-003895,SCH-345,Private,Female,Single,0,Nuwakot,Rural,Middle,11,2.81,0,0,51%,2,0,Lower Secondary,1
STU-006324,SCH-334,Public,Male,Single,0,Sindhupalchok,Rural,Middle,8,0.73,0,0,79%,3.2,0,Primary,0
STU-007020,SCH-441,Public,Female,Single,0,Nuwakot,Rural,Middle,13,2.85,0,0,80%,2.4,0,Upper Secondary,0
STU-001447,SCH-171,Public,Male,Single,0,Nuwakot,Rural,Middle,11,1.47,0,1,44%,2.4,0,Lower Secondary,1
STU-002304,SCH-257,Public,Male,Single,0,Sindhupalchok,Rural,Second,7,0.87,0,0,40%,1.6,0,Primary,1
STU-006272,SCH-483,Public,Female,Single,0,Chitwan,Urban,Poorest,6,1.06,1,1,77%,3.6,0,Primary,0
STU-006642,SCH-247,Public,Male,Single,0,Nuwakot,Rural,Second,5,1.21,0,0,55%,3.2,1,Primary,0
STU-006956,SCH-302,Public,Male,Single,0,Dolakha,Urban,Middle,13,3,1,0,85%,3.2,1,Upper Secondary,0
STU-002110,SCH-212,Public,Male,Single,0,Chitwan,Urban,Fourth,5,0.45,1,1,62%,2.4,0,Primary,1
STU-005352,SCH-253,Public,Male,Single,0,Makwanpur,Rural,Middle,12,3.17,0,0,81%,3.2,0,Lower Secondary,0
STU-004550,SCH-262,Private,Male,Single,0,Lalitpur,Rural,Second,6,1.14,0,0,42%,1.6,0,Primary,1
STU-005946,SCH-402,Private,Male,Single,0,Makwanpur,Urban,Middle,9,0.39,1,1,91%,2.8,0,Primary,0
STU-007794,SCH-268,Public,Female,Single,0,Sindhuli,Rural,Second,8,1.63,0,0,68%,2.8,0,Primary,0
STU-005213,SCH-380,Private,Male,Single,0,Sindhuli,Urban,Fourth,7,1.04,1,1,92%,3.2,1,Primary,0
STU-003209,SCH-149,Public,Female,Single,0,Lalitpur,Urban,Poorest,6,1.53,1,0,53%,2,0,Primary,1
STU-007083,SCH-083,Public,Female,Single,0,Sindhuli,Rural,Poorest,8,1.67,0,0,67%,2.4,2,Primary,0
STU-007877,SCH-296,Public,Male,Single,0,Sindhuli,Urban,Poorest,8,0.95,0,1,81%,2.8,1,Primary,0
STU-008123,SCH-384,Public,Male,Single,0,Lalitpur,Urban,Second,9,0.14,0,0,69%,3.2,0,Primary,0
STU-006991,SCH-259,Public,Male,Single,0,Dolakha,Rural,Middle,6,0.66,1,0,91%,3.6,0,Primary,0
STU-008540,SCH-084,Public,Female,Single,0,Dhading,Urban,Fourth,7,0.62,1,1,99%,3.6,0,Primary,0
STU-003529,SCH-003,Private,Male,Single,0,Sindhupalchok,Urban,Fourth,14,4.39,1,1,53%,2.8,0,Upper Secondary,1
STU-000711,SCH-296,Private,Female,Single,0,Lalitpur,Urban,Fourth,7,0.7,1,1,57%,2.8,0,Primary,1
STU-000380,SCH-227,Private,Male,Single,0,Dolakha,Rural,Fourth,9,0.42,1,1,57%,2.4,0,Primary,1
STU-008859,SCH-188,Public,Female,Single,0,Rasuwa,Urban,Middle,15,2.02,0,0,88%,3.2,0,Upper Secondary,0
STU-007153,SCH-302,Private,Female,Married,0,Kathmandu,Rural,Poorest,15,2.98,0,1,67%,2.8,0,Upper Secondary,0
STU-003498,SCH-424,Public,Female,Single,0,Lalitpur,Urban,Middle,9,1.67,1,1,85%,2.8,1,Primary,1
STU-004012,SCH-357,Public,Female,Single,0,Chitwan,Urban,Poorest,5,1.71,1,1,54%,2.4,0,Primary,1
STU-002620,SCH-274,Public,Female,Single,0,Sindhupalchok,Urban,Middle,8,0.95,1,1,99%,2.8,0,Primary,1
STU-006671,SCH-238,Private,Female,Single,0,Rasuwa,Rural,Middle,8,0.19,0,1,82%,3.2,0,Primary,0
STU-008606,SCH-253,Public,Male,Single,0,Sindhuli,Rural,Fourth,8,1.04,0,1,70%,3.2,0,Primary,0
STU-002070,SCH-038,Public,Female,Married,0,Dolakha,Rural,Fourth,16,5.64,0,0,40%,2,2,Upper Secondary,1
STU-002983,SCH-135,Public,Female,Single,0,Makwanpur,Rural,Poorest,10,0.55,0,0,48%,1.6,0,Lower Secondary,1
STU-009171,SCH-421,Public,Female,Single,0,Kathmandu,Urban,Second,11,3.52,0,1,77%,3.2,1,Lower Secondary,0
STU-008991,SCH-114,Private,Female,Single,0,Dhading,Rural,Poorest,6,0.9,0,0,82%,3.2,0,Primary,0
STU-001350,SCH-145,Public,Female,Single,0,Sindhupalchok,Rural,Fourth,9,1.85,0,1,47%,2,0,Primary,1
STU-009495,SCH-305,Public,Male,Single,0,Dolakha,Rural,Fourth,10,3.28,0,1,82%,3.2,1,Lower Secondary,0
STU-000654,SCH-440,Public,Female,Single,0,Sindhuli,Rural,Second,7,0.21,0,0,40%,2,0,Primary,1
STU-009914,SCH-450,Public,Male,Single,0,Nuwakot,Rural,Middle,9,0.49,0,0,70%,2.8,0,Primary,0
STU-003536,SCH-479,Public,Female,Single,0,Chitwan,Rural,Poorest,8,0.3,1,0,40%,2,0,Primary,1
STU-007737,SCH-086,Private,Male,Single,0,Sindhupalchok,Urban,Middle,9,1.64,0,1,76%,3.6,0,Primary,0
STU-003246,SCH-181,Public,Male,Single,0,Chitwan,Urban,Fourth,6,0.75,1,0,68%,2.4,0,Primary,1
STU-004101,SCH-031,Public,Female,Single,0,Rasuwa,Rural,Poorest,11,3.24,0,0,40%,1.6,0,Lower Secondary,1
STU-004289,SCH-305,Public,Female,Single,0,Chitwan,Rural,Richest,8,1.95,0,0,60%,2.4,0,Primary,1
STU-009713,SCH-185,Private,Male,Single,0,Dolakha,Rural,Second,12,1.31,1,0,59%,2.8,0,Lower Secondary,0
STU-000555,SCH-464,Public,Female,Single,0,Bhaktapur,Rural,Fourth,5,1.42,0,0,40%,2,0,Primary,1
STU-008085,SCH-388,Public,Female,Single,0,Dolakha,Urban,Middle,7,0.46,0,1,79%,3.2,0,Primary,0
STU-006880,SCH-423,Public,Female,Single,0,Dhading,Rural,Fourth,8,1.74,0,0,81%,3.2,0,Primary,0
STU-008702,SCH-125,Public,Male,Single,0,Sindhupalchok,Rural,Fourth,11,2.83,1,0,93%,2.8,0,Lower Secondary,0
STU-003430,SCH-280,Public,Male,Single,0,Rasuwa,Rural,Fourth,13,5.16,0,1,40%,2.4,1,Upper Secondary,1
STU-008871,SCH-456,Public,Female,Single,0,Dolakha,Rural,Richest,7,0.26,1,0,92%,3.2,0,Primary,0
STU-006963,SCH-272,Public,Female,Single,0,Makwanpur,Rural,Second,5,0.81,0,0,71%,3.2,0,Primary,0
STU-002089,SCH-233,Private,Male,Single,0,Lalitpur,Urban,Poorest,9,1.36,1,1,55%,2.4,0,Primary,1
STU-003211,SCH-197,Public,Male,Single,0,Rasuwa,Rural,Poorest,5,1.01,0,0,40%,1.6,0,Primary,1
STU-009201,SCH-008,Public,Female,Single,0,Sindhupalchok,Rural,Second,9,1,0,0,78%,3.2,1,Primary,0
STU-006606,SCH-359,Public,Female,Single,0,Lalitpur,Urban,Fourth,8,0.18,0,0,85%,3.6,0,Primary,0
STU-001195,SCH-208,Private,Male,Single,0,Sindhupalchok,Urban,Poorest,7,1.06,0,1,45%,2,0,Primary,1
STU-004983,SCH-341,Public,Female,Single,0,Kathmandu,Urban,Middle,12,0.68,0,1,67%,2.4,1,Lower Secondary,1
STU-000395,SCH-435,Public,Male,Single,0,Chitwan,Rural,Second,7,0.32,0,0,43%,2,0,Primary,1
STU-008777,SCH-426,Public,Male,Single,0,Sindhuli,Rural,Fourth,10,1.51,0,1,68%,3.2,0,Lower Secondary,0
STU-009166,SCH-395,Private,Male,Single,0,Kathmandu,Rural,Second,10,1.55,0,0,73%,3.2,0,Lower Secondary,0
STU-002192,SCH-319,Public,Female,Single,0,Sindhupalchok,Rural,Middle,14,1.3,0,0,40%,2.4,0,Upper Secondary,1
STU-001298,SCH-061,Public,Male,Single,0,Nuwakot,Rural,Second,6,1.32,0,0,40%,2,0,Primary,1
STU-004255,SCH-084,Private,Female,Single,0,Lalitpur,Urban,Richest,9,1.79,0,1,66%,2.8,1,Primary,1
STU-006373,SCH-260,Public,Female,Single,0,Rasuwa,Rural,Middle,13,1.44,0,0,87%,3.6,0,Upper Secondary,0
STU-001528,SCH-079,Private,Male,Single,0,Chitwan,Rural,Middle,10,3.71,1,1,67%,2.4,2,Lower Secondary,1
STU-004343,SCH-096,Private,Female,Single,0,Sindhuli,Rural,Richest,9,1.74,0,0,58%,2.4,0,Primary,1
STU-002031,SCH-270,Private,Female,Single,0,Sindhupalchok,Rural,Poorest,8,0.49,0,0,40%,1.6,0,Primary,1
STU-003061,SCH-295,Public,Female,Single,0,Dhading,Rural,Poorest,10,3.61,1,0,40%,2.4,1,Lower Secondary,1
STU-002406,SCH-290,Public,Female,Single,0,Kathmandu,Urban,Poorest,11,2.91,1,1,62%,2,2,Lower Secondary,1
STU-005007,SCH-266,Public,Female,Single,0,Dhading,Rural,Middle,10,3.55,0,0,72%,2.8,1,Lower Secondary,0
STU-007376,SCH-352,Private,Male,Single,0,Ramechhap,Rural,Fourth,12,3.87,0,0,80%,2.4,0,Lower Secondary,0
STU-004507,SCH-472,Public,Male,Single,0,Lalitpur,Urban,Richest,7,1.29,1,0,59%,2,0,Primary,1
STU-004607,SCH-332,Private,Female,Single,0,Kathmandu,Urban,Second,8,1.47,1,1,43%,2.4,0,Primary,1
STU-000677,SCH-396,Public,Female,Single,0,Bhaktapur,Rural,Poorest,8,1.75,0,1,44%,2.4,0,Primary,1
STU-003654,SCH-155,Public,Female,Single,0,Chitwan,Rural,Poorest,8,0.58,0,0,40%,1.6,0,Primary,1
STU-007921,SCH-177,Public,Female,Single,0,Rasuwa,Urban,Second,8,1.75,0,1,82%,3.2,0,Primary,0
STU-009500,SCH-361,Private,Male,Single,0,Rasuwa,Rural,Second,11,0.56,1,0,74%,3.2,0,Lower Secondary,0
STU-002733,SCH-217,Private,Female,Single,0,Ramechhap,Rural,Second,5,0.45,0,1,50%,2,0,Primary,1
STU-002755,SCH-324,Public,Female,Single,0,Makwanpur,Rural,Middle,11,2.39,0,0,41%,2.4,0,Lower Secondary,1
STU-003644,SCH-128,Private,Female,Single,0,Kathmandu,Urban,Middle,13,2.76,1,1,78%,2.8,0,Upper Secondary,1
STU-005517,SCH-400,Public,Female,Single,0,Chitwan,Urban,Second,11,3.02,1,0,68%,3.2,0,Lower Secondary,0
STU-005247,SCH-140,Public,Female,Single,0,Makwanpur,Rural,Poorest,7,1.89,0,0,88%,2.8,0,Primary,0
STU-000867,SCH-457,Private,Male,Single,0,Dolakha,Urban,Fourth,12,1.55,1,1,62%,2.4,2,Lower Secondary,1
STU-004448,SCH-401,Private,Female,Single,0,Sindhupalchok,Rural,Fourth,8,0.77,0,0,48%,2,0,Primary,1
STU-005072,SCH-197,Private,Female,Single,0,Lalitpur,Urban,Second,12,3.66,1,0,77%,3.6,0,Lower Secondary,0
STU-004882,SCH-296,Public,Male,Single,0,Dhading,Rural,Poorest,10,2.31,0,0,44%,2,0,Lower Secondary,1
STU-007622,SCH-390,Private,Female,Single,0,Bhaktapur,Urban,Second,6,1.83,1,0,71%,3.2,0,Primary,0
STU-009690,SCH-170,Public,Male,Single,0,Lalitpur,Urban,Richest,13,2.96,1,1,96%,3.2,0,Upper Secondary,0
STU-005501,SCH-438,Public,Male,Single,0,Sindhuli,Rural,Fourth,5,0.94,0,1,81%,3.2,0,Primary,0
STU-005503,SCH-285,Private,Female,Single,0,Kathmandu,Urban,Middle,7,1.48,1,0,97%,3.2,0,Primary,0
STU-001211,SCH-360,Private,Female,Single,0,Bhaktapur,Urban,Poorest,9,0.7,1,0,45%,2,1,Primary,1
STU-002863,SCH-410,Public,Female,Single,0,Sindhuli,Rural,Richest,12,2.09,0,1,62%,1.6,0,Lower Secondary,1
STU-004065,SCH-118,Public,Male,Single,0,Nuwakot,Rural,Poorest,12,1.52,0,1,42%,2,0,Lower Secondary,1
STU-000618,SCH-318,Public,Male,Single,0,Kathmandu,Urban,Second,14,3.08,1,0,54%,2,0,Upper Secondary,1
STU-005227,SCH-401,Private,Female,Single,0,Dhading,Rural,Middle,12,0.74,0,1,78%,2.8,0,Lower Secondary,0
STU-003398,SCH-078,Public,Male,Single,1,Rasuwa,Urban,Fourth,7,1.57,1,1,65%,2.4,0,Primary,1
STU-003066,SCH-329,Public,Male,Single,0,Sindhupalchok,Rural,Middle,8,0.3,0,0,66%,2,0,Primary,1
STU-007079,SCH-103,Private,Female,Single,0,Sindhupalchok,Urban,Poorest,15,5.53,1,1,76%,3.2,1,Upper Secondary,0
STU-004150,SCH-417,Private,Female,Single,0,Sindhuli,Urban,Richest,9,0.43,1,0,63%,2.4,0,Primary,1
STU-001145,SCH-231,Public,Female,Single,0,Bhaktapur,Urban,Poorest,11,0.81,1,1,63%,2,0,Lower Secondary,1
STU-004111,SCH-392,Public,Female,Single,0,Nuwakot,Rural,Poorest,11,2.84,0,0,40%,1.6,0,Lower Secondary,1
STU-003814,SCH-441,Public,Female,Single,0,Ramechhap,Rural,Second,5,1.84,1,0,53%,2,0,Primary,1
STU-006309,SCH-351,Public,Male,Single,0,Lalitpur,Urban,Richest,9,0.42,1,1,86%,3.2,0,Primary,0
STU-004342,SCH-045,Public,Female,Single,0,Lalitpur,Urban,Richest,13,5.21,0,0,49%,2.8,0,Upper Secondary,1
STU-005301,SCH-215,Public,Female,Single,0,Nuwakot,Rural,Middle,9,0.7,1,0,77%,3.2,0,Primary,0
STU-003283,SCH-231,Public,Male,Single,1,Nuwakot,Rural,Fourth,7,0.74,0,1,40%,2,0,Primary,1
STU-007962,SCH-308,Private,Male,Single,0,Makwanpur,Rural,Poorest,5,0.74,0,0,65%,3.2,0,Primary,0
STU-007880,SCH-267,Private,Male,Single,0,Nuwakot,Urban,Richest,10,0.97,0,1,89%,3.6,0,Lower Secondary,0
STU-006487,SCH-197,Public,Male,Single,0,Nuwakot,Rural,Richest,13,5.77,0,0,66%,2.8,0,Upper Secondary,0
STU-005747,SCH-224,Private,Female,Single,0,Makwanpur,Rural,Poorest,8,0.82,1,0,79%,3.2,0,Primary,0
STU-008527,SCH-306,Public,Female,Single,0,Sindhuli,Urban,Fourth,8,1.34,0,1,77%,3.2,0,Primary,0
STU-009567,SCH-303,Private,Male,Single,0,Nuwakot,Urban,Middle,18,4,0,1,92%,3.6,0,Upper Secondary,0
STU-003743,SCH-299,Public,Male,Single,0,Rasuwa,Rural,Second,8,0.49,1,0,52%,2,0,Primary,1
STU-007499,SCH-290,Private,Female,Single,0,Dhading,Urban,Fourth,13,1.46,1,1,83%,3.2,0,Upper Secondary,0
STU-003525,SCH-052,Public,Male,Single,0,Makwanpur,Rural,Poorest,9,0.77,0,0,40%,1.6,0,Primary,1
STU-000021,SCH-112,Public,Female,Single,0,Dolakha,Urban,Richest,10,1.08,1,1,66%,2.8,0,Lower Secondary,1
STU-006572,SCH-025,Public,Male,Single,0,Dolakha,Rural,Middle,9,1.11,0,1,76%,2.8,0,Primary,0
STU-002013,SCH-339,Public,Female,Single,0,Sindhuli,Rural,Middle,9,0.36,0,1,46%,2,0,Primary,1
STU-005406,SCH-459,Private,Female,Married,0,Kathmandu,Urban,Poorest,19,4.52,1,1,58%,3.2,0,Upper Secondary,0
STU-003746,SCH-461,Public,Female,Single,0,Sindhupalchok,Rural,Second,9,0.9,0,0,40%,1.6,0,Primary,1
STU-001407,SCH-166,Private,Male,Single,0,Ramechhap,Rural,Middle,7,1.34,0,1,43%,1.6,0,Primary,1
STU-000222,SCH-092,Public,Male,Single,0,Lalitpur,Urban,Middle,11,2.61,0,1,62%,2.4,1,Lower Secondary,1
STU-006249,SCH-138,Private,Male,Single,0,Dolakha,Urban,Richest,11,3.34,1,1,86%,3.2,0,Lower Secondary,0
STU-004419,SCH-172,Private,Male,Single,0,Chitwan,Urban,Middle,10,3.52,0,0,71%,2,0,Lower Secondary,1
STU-000859,SCH-238,Public,Female,Single,0,Lalitpur,Rural,Richest,8,0.22,1,1,52%,2,2,Primary,1
STU-001784,SCH-311,Public,Female,Single,0,Sindhuli,Urban,Poorest,9,1.07,0,1,41%,2,0,Primary,1
STU-001747,SCH-102,Public,Female,Single,0,Dolakha,Rural,Second,8,1.94,0,1,62%,2.4,0,Primary,1
STU-008851,SCH-337,Private,Male,Single,0,Kathmandu,Rural,Middle,9,1,0,0,77%,3.2,0,Primary,0
STU-006109,SCH-312,Public,Male,Single,0,Dolakha,Urban,Poorest,8,0.68,1,0,71%,3.2,0,Primary,0
STU-000731,SCH-036,Public,Female,Single,0,Nuwakot,Rural,Fourth,11,2.39,1,0,43%,2,0,Lower Secondary,1
STU-006975,SCH-472,Public,Male,Single,0,Sindhupalchok,Rural,Middle,11,1.25,1,1,84%,3.2,0,Lower Secondary,0
STU-006752,SCH-015,Private,Male,Single,0,Nuwakot,Rural,Poorest,13,1.11,0,1,75%,2.8,0,Upper Secondary,0
STU-003510,SCH-123,Public,Male,Single,0,Dhading,Rural,Second,9,1.28,0,1,40%,2,0,Primary,1
STU-003534,SCH-209,Public,Male,Single,0,Lalitpur,Rural,Fourth,10,3.68,0,0,57%,2.4,1,Lower Secondary,1
STU-002514,SCH-465,Public,Female,Single,1,Dolakha,Urban,Poorest,6,0.14,1,1,40%,1.6,0,Primary,1
STU-003626,SCH-313,Private,Male,Single,0,Nuwakot,Rural,Fourth,10,3.52,1,1,64%,2.4,0,Lower Secondary,1
STU-007992,SCH-104,Public,Female,Single,0,Kathmandu,Urban,Richest,11,1.25,1,1,90%,3.6,1,Lower Secondary,0
STU-003961,SCH-131,Private,Male,Single,0,Sindhupalchok,Rural,Middle,7,0.37,1,0,63%,2.8,0,Primary,1
STU-000186,SCH-198,Public,Male,Single,0,Nuwakot,Rural,Second,11,3.59,1,0,47%,2.4,0,Lower Secondary,1
STU-009509,SCH-022,Private,Male,Single,0,Kathmandu,Urban,Fourth,17,1.67,1,0,89%,3.2,0,Upper Secondary,0
STU-000401,SCH-110,Public,Male,Single,0,Lalitpur,Urban,Middle,9,0.85,1,1,64%,2.8,0,Primary,1
STU-006241,SCH-495,Public,Female,Single,0,Makwanpur,Rural,Richest,9,1.26,0,0,55%,3.2,0,Primary,0
STU-009933,SCH-228,Public,Male,Single,0,Kathmandu,Rural,Middle,6,1.23,1,0,72%,3.2,0,Primary,0
STU-007343,SCH-117,Public,Female,Single,0,Dolakha,Rural,Poorest,5,1.92,1,0,74%,2.8,0,Primary,0
STU-008757,SCH-461,Public,Male,Single,0,Ramechhap,Rural,Poorest,7,1.33,0,1,73%,3.2,0,Primary,0
STU-001251,SCH-141,Public,Female,Single,0,Makwanpur,Urban,Poorest,12,1.65,0,1,58%,2,0,Lower Secondary,1
STU-007856,SCH-218,Public,Female,Single,0,Sindhuli,Rural,Fourth,6,0.12,1,1,83%,2.8,0,Primary,0
STU-003058,SCH-394,Public,Male,Single,0,Chitwan,Rural,Richest,12,3.21,0,1,64%,2.4,0,Lower Secondary,1
STU-009570,SCH-459,Private,Male,Single,0,Ramechhap,Urban,Second,5,0.21,0,1,84%,3.2,0,Primary,0
STU-004794,SCH-218,Public,Female,Single,0,Sindhupalchok,Rural,Second,8,0.55,0,0,40%,1.6,1,Primary,1
STU-006830,SCH-026,Public,Male,Single,0,Makwanpur,Urban,Fourth,18,1.82,1,0,63%,2.8,0,Upper Secondary,0
STU-008219,SCH-266,Private,Female,Single,0,Makwanpur,Urban,Poorest,12,2.44,1,1,71%,3.2,0,Lower Secondary,0
STU-007568,SCH-134,Public,Female,Single,0,Chitwan,Urban,Fourth,11,1.97,0,1,80%,3.2,0,Lower Secondary,0
STU-001551,SCH-070,Public,Female,Single,0,Lalitpur,Urban,Richest,10,2.5,1,1,72%,2.8,2,Lower Secondary,1
STU-003756,SCH-289,Private,Female,Single,0,Chitwan,Rural,Middle,10,3.64,1,0,53%,1.6,0,Lower Secondary,1
STU-008682,SCH-185,Public,Female,Single,0,Chitwan,Rural,Poorest,11,0.88,1,0,74%,3.2,0,Lower Secondary,0
STU-003149,SCH-108,Public,Male,Single,0,Dhading,Urban,Poorest,10,2.73,1,0,63%,2,0,Lower Secondary,1
